mot,lemme
aboit,avoir1
toutesvoies,toutevoie
Laquelle,
ferrure,ferrure
ensuivant,ensuivre
IIIJe,
Drouart,Drouart
Marchant,Marchand
Montchauvet,Montchauvet
Bausme,Bausme
Folie,folie2
receveur,receveur
serviteur,serviteur
Testenoire,Tête-Noire
capitaine,capitaine
chef,chef
povoient,pouvoir2
mourir,mourir
bacinet,bassinet
jaque,jaque
couru,
rançonné,rançonner
obeissance,obéissance
subjeccion,sujétion
servi,servir
serviteurs,serviteur
fourraige,fourrage1
congneut,connaître
fourrages,fourrage1
varlets,valet1
eschappez,échapper
Maiz,mais1
conscience,conscience
partis,partir
congé,
quitassent,quitter
parjures,parjure1
menti,mentir
foy,foi1
injurieuses,injurieux
meues,mouvoir
requit,requérir
remettre,
disant,dire1
injures,injure
partant,partant2
fourme,forme
deposé,déposer2
rattifficacions,ratification
approbacions,approbation
perseveracions,persévération
causes,cause
traynez,traîner
eschaffaut,échafaud
traittres,traître
royaume,royaume
decapitez,décapiter
corps,corps
prononçasmes,prononcer
jugasmes,juger
MERCREDI,mercredi
assemblez,assembler1
supplia,supplier
ença,ença
mauvaise,mauvais
bons,bon
seigneurs,seigneur
onneur,
escripre,
pechez,péché
mauvaistiez,mauvaiseté
commises,commettre
accordé,accorder
orroyent,
mieulx,
remenbrant,remembrer
extorcions,extorsion
publiquement,publiquement
Perac,Payrac
Lymosin,Limousin
blanchet,blanchet
omme,homme
Charros,Charros
Berry,Berry
hoste,hôte
advisé,aviser
joyaulx,joyau
anneaulx,anneau
quelx,
VJ,
dès,
Berthier,Berthier
Guichart,Guichard
Blanc,blanc
Ron,Ron
Couloigne,Coulonges
Royal,Royal
draps,
sanguine,sanguin
nombre,
XXJ,vingt-et-un
V,où
Beuf,Beuf
quelle,
couleur,couleur1
quelz,quel
personnes,
Mauleton,Mauleton
poil,poil1
Martigny,Martigné
Briant,Briand
Anjou,Anjou
despendi,dépendre3
guery,guérir
païer,payer
Clichon,Clichon
mareschal,maréchal
camelin,camelin1
Montfaucon,Montfaucon
tasses,tasse1
Bour-neuf-en-Rays,Bourgneuf-en-Retz
Bretagne,Bretagne
Nannis,Nannis
Rochelle,Rochelle
bonne,bon
XIJ,
sous,sous
Orleans,Orléans
Ferté,ferté
Nebaut,Nebaut
Thory,Toury
Beausse,Beauce
Estampes,Étampes
Chastres,Chastres
Montlehery,Montlehéry
barrettes,barrette1
Pevriers,Pevriers
Marcilly,Marcilly
Nonnains,nonnain
espicerie,épicerie
mouffles,moufle1
fourrées,fourrer2
mourée,morée
Advignon,Avignon
Avignon,Avignon
bouticles,boutique
certaine,
Tournon,Tournon
Rosne,Rhône
pelles,perle
lesdites,ledit
buisson,buisson
vielle,vieux
maison,maison
perdues,perdre
Hedé,Hédé
deça,deça
Maizieres,Mézières
Meuse,Meuse
Almaigne,Allemagne
paire,père
dague,dague
pennart,pennart
abbé,abbé
bouges,bouge1
XXVJ,
saffirs,saphir
licorne,licorne
gros,gros
vendit,vendre
Saint-Quentin,Saint-Quentin
viconte,vicomte
Belliere,Bellière
Rochediré,Roche-d'Iré
Roy,roi1
Ailly,Ailly
Picardie,Picardie
gobelez,gobelet
çaintures,ceinture
Signe,cygne
seellée,
Noël,Nöel
foulon,foulon1
karesme,carême
Sercelles,Sarcelles
Serpe,serpe
fardellet,fardelet
Escouen,Ecouen
desrober,dérober
Montmorency,Montmorency
Maigny,Magny
bourses,bourse
Beauvoisins,Beauvoisin
sangle,sangle2
closier,closier1
Corbie,Corbie
cueillers,cuiller
cuevrechefs,couvre-chef
boursettes,boursette
boursette,boursette
manteau,manteau
Choisy,Choisy
Espée,épée
saintures,ceinture
dorée,doré
desquelles,
donna,donner
Laon,Laon
Ille,
Bouchart,
alant,aller
Montbason,Montbason
Partenay,Parthenay
cueiller,cuiller
fretin,fretin
Escu,écu
Conflans,Conflans
Sainte-Honorine,Saint-Honorine
barrette,barrette1
carrefour,carrefour
Corbueil,Corbeil
çainture,ceinture
gaige,
juisve,juive
Senliz,Senlis
par-deçà,pardeça
marché,marché1
loge,loge
abé,abbé
Plat,plat
Estain,étain
Saint,saint
bouteilles,bouteille
année,
passée,passer1
ordenoit,ordonner
fauxbours,faubourg
Vernon,Vernon
fardeau,fardeau
Estrepigny,Etrépigny
cuisettes,cuissette
desdites,de.ledit
Lesquelles,
muça,musser
Phelippe,Philippe
Carleville,Charleville
empensé,empenser
parlera,parler
transporta,transporter
damoiselles,damoiselle
moult,moult
entendoient,
aouster,aoûter
ens,ens
Ouquel,en1.lequel
frequanta,fréquenter
continuelment,continuellement
laboureur,laboureur
fermoit,fermer
huys,huis
guichet,guichet
ressort,resortir
reculoit,reculer
dedens,dedans
cour,
ouvertes,ouvrir1
fermé,fermer
recula,reculer
pendoyent,pendre
sermillet,fermaillet
ouvry,ouvrir1
fouilla,fouiller
coffret,coffret
estuy,étui
recloy,reclore
yssi,
lendemain,lendemain
rompy,
mussées,musser
XXV,vingt-cinq
levrier,levrier
paternostres,patenôtre
freses,fraise1
chapeau,chapeau
coiffe,coiffe
perles,perle
chandelier,chandelier1
rompu,
fermeillez,fermaillet
menu,menu
recort,recorder1
Toutes,tous
juif,juif
Juifs,juif
puys,puits
Juif,juif
presta,prêter
Olivier,Olivier
surnoms,surnom
tenans,tenir
escolles,école
grantmaire,grammaire
jura,jurer
entendoit,
sceut,
sinon,sinon
escolle,école
XVIIJ,
reçupt,recevoir
residu,résidu
aucunement,aucunement
baillez,bailler1
emblez,embler
Compiegne,Compiègne
loga,loger
serrure,serrure
drappel,drapeau
noué,nouer
LXXVJ,soixante-seize
agneaulx,agneau
saffir,saphir
hostesse,hôtesse
ruby,rubis
aymant,aimant
Marot,Marot
Noyon,Noyon
Dragon,dragon
despence,dépense
Guite,Guite
Saint-Malo,Saint-Malo
Liege,
attendoit,
souffrir,souffrir
presentement,présentement1
cy-dessus,ci-dessus
desclairées,déclarer
devisées,
acompaigné,accompagner
denoncié,dénoncer
diligenment,diligemment
examiné,examiner
decapité,décapiter
CY,ci1
trouvez,trouver
Selvet,Selvet
criminel,criminel
prevosté,prévôté
Primo,primo
demanderoit,
besaces,besace
liées,lier
Sur,sur1
Estanc,étang
sachet,sachet
sainture,ceinture
tissu,tistre
asuré,azuré
grene,graine
ferrée,ferrer
boucle,boucle
mordant,mordant
boillons,bouillon
barreaux,barreau
soye,
ostée,ôter
viels,vieux
usez,user
Menart,Ménard
cuevrechef,couvre-chef
taillez,tailler
Jehannin,Jehannin
Daufin,Daufin
bouteille,bouteille
spartille,spartille
anneau,anneau
...,...
marchant,marchand
poulailler,poulailler1
transporterent,transporter
Juirrie,juiverie
juifs,juif
juifves,juive
examinez,examiner
enseignez,enseigner
affermerent,
loys,
Commissaire,commissaire
XXe,
IIJ,
XIIIJe,
p.,
XXJe,
XV.,
XVIJ,
XIX,
d.,denier
XXIJe,
XXIIJe,
XXIIJ,
VIIJe,
XVJe,
CCCIIIJ,
XVe,
VIIIe,
XIXe,
XXVe,
XIIJ,
XXVIe,
IIc,
IJc,
XIJe,
LX,
XXIJ,
XXVIIJe,
mess.,
IIJe,
L,le
CCC,
parr.,
Xe,
IIJc,
Vc,
MCCCIIIJxx,
LXVIJ,
IJcIJ,
XVIJe,
IIII,quatre
XIIIJ,
XXXVJ,
XVIe,
XXXIJ,
VIJe,
XXVJe,
Ve,
XIIJe,
XXXJe,
XLVIIJ,
XXIXe,
CCCm,
Paris.,
XXVIJe,
XXXe,
XLIIIJ,
XJ,
XLV,
XXXV,trente-cinq
LXX,
J.,
GROSSE-C...LLE,
VIIe,
tour.,
J,
Mons.,
XLVJ,
XLJ,
Dominedeu,Damedieu
devemps,devoir2
lauder,louer1
sancz,saint
honor,honneur
in,en1
su',son4
cantomps,chanter
·sanz,saint
quae,que
augrent,avoir1
aanz,ahan
cantumps,chanter
Lethgier,Léger
Primos,prim
didrai,dire1
dels,de.le
honors,honneur
awret,avoir1
ab,à
duos,deux
seniors,seigneur
apres,après
ditrai,dire1
suos,sien
susting,soutenir
Ewruïns,Ebroïn
deumentiz,dieumenti
torment,tourment
occist,occire
Quant,quand
infans,enfant
fud,être1
ciels,ciel
rei,roi1
duistrent,duire2
regnevet,régner
cio,ce1
Lothiers,Lothaire
fils,fils
Baldequi,Bathilde
amat,aimer
covit,convoiter
rovat,rover
litteras,lettre
apresist,apprendre
Didun,Didon
ebisque,évêque
Peitieus,Poitiers
·l,le
comandat,commander
reis,roi1
reciut,recevoir
tam,tant
ben,bien
u·,un
magistre,magister
sempre,sempres
·llo,le
doist,duire1
saveir,savoir1
bona,bon
feid,foi1
cum,comme
rende,rendre
reciu,recevoir
nonrit,nourrir
lonx,long
ob,o1
·s,se1
ting,tenir1
Deus,Dieu
exaltat,exalter
servid,servir
Sanct,saint
MAXENZ,Maixent
abbas,abbé
divint,devenir
juvent,jouvent
mieldre,meilleur
perfectus,parfaire
caritet,charité
fid,foi1
·il,il
veritet,vérité
raizons,raison
bels,beau
oth,avoir1
sermons,sermon
humilitet,humilité
Cio,ce1
er,en1.le
fai,faire
laudaz,louer1
enn,en2
Letgiers,Léger
u,ou1
pod,pouvoir2
Davant,devant
laudez,louer1
·li,li
·n,en2
amet,ametre
mandat,mander
curt,cour
servist,servir
e,et
onorat,honorer
gratia,grâce
donat,donner
hunc,onques
Hostedun,Autun
evesqu',évêque
Quandius,quandis
visquet,vivre1
honorez,honorer
Lethgiers,Léger
damz,dam1
controverent,controuver
Chielperig,Chilpéric
compt',comte
·en,en2
estrit,estrif
eps,es2
num,nom
auret,avoir1
Evruï,Ebroïn
vol,vol
reciwre,recevoir
Chielperin,Chilpéric
mais,mais1
seu,savoir1
fredre,frère
Theoiri,Thierry
condignet,condigner
sos,son4
volunt,vouloir
fair',faire
so,sur1
gred,gré1
presdrent,prendre
gret,gré1
fisdren,faire
ott,avoir1
gran,grand
dol,deuil
porr,pour
ventre,ventre
no,notre
·ls,le
poth,pouvoir2
duol,deuil
rova,rover
clergier,clerger
intrat,entrer
monstier,moutier1
Reis,roi1
Chielperics,Chilpéric
sanct,saint
consilier,conseiller1
suo,son4
edrat,être1
incontra,encontre2
garda,garder
lei,loi1
consentit,consentir
observat,observer
regnet,régner
dominat,dominer
tels,tel
inimix,ennemi
encusat,encuser
Chielpering,Chilpéric
senior,seigneur
oc,avoir1
ent,en/ent
pavor,peur
celat,celer
nuil,nul
omne,homme
demonstrat,démontrer
ciel',cil
irae,ire
esdevint,esdevenir
Paschas,Pâques
mistier,métier
Missae,messe
cantat,chanter
·lo,le
mul,mul
pobl',peuple1
·nlo,le
communïat,communier1
cumgiet,congé
ralat,raller
presdra,prendre
meis,mais1
tramist,tramettre
revenist,revenir
ouist,avoir1
soth,savoir1
mesfait,méfait
adunat,aduner
Tos,tout2
consiliers,conseiller1
estrai,être1
meu',mien
evesquet,évêché
·m,me
teneir,tenir
vols,vouloir
aveir,avoir1
laiss',laisser
intrer,entrer
pos,post
posc,pouvoir2
Enviz,envis1
voluntiers,volontiers
laisse,laisser
intrar,entrer
Lusos,Luxeuil
ut,où
clerj',clerc
Ewruï,Ebroïn
illo,illuec
trovat,trouver
molt,moult
mel,mal
toth,tout2
enveja,envie
so·,son4
castïier,châtier
Ciel',cil
corropt,courroux
preia,prier
laissas,laisser
Fus,être1
fus,être1
paia,paisier
·s',se1
fincta,feindre
pais,paix
paias,paisier
instud,ester
amix,ami
aureiz,avoir1
ill,il
mala,mal2
Rex,roi1
Chielperings,Chilpéric
sowrent,savoir1
amic,ami
confortent,conforter
ambes,ambe
ralgent,raller
den,donc
fistdra,faire
evequiet,évêché
fisdra,faire
deveng,devenir
anatemez,anathème
quev,chef
coronet,couronne
laisera,laisser
recimer,recimer
laissat,laisser
dïable,diable
mels,miel
semper,sempres
Cum,comme
fulc,fouc
adunet,aduner
regne,règne
prest,prêt2
deuaster,dévaster
foc,feu1
flamma,flamme1
vai,aller
gladïes,glaive
percutan,percuter
tan,tant
observer,observer
Ciel,cil
medre,mère
vius,vif
tal,tel
exercite,exercite1
vidist,voir1
Ad,avoir1
Ostedun,Autun
cilla,cil
ciu,cité
asalir,assaillir
ciutet,cité
·i,y2
trist,triste
vid,voir1
Sos,son4
clerjes,clergé
revestiz,revêtir
croix,
exit,issir
Porr,pour
preier,priier
laisses,laisser
qual,quel
hora,heure
penre,prendre
lïer,lier
HOR,or2
AUREZ,avoir1
LAS,le
POENAS,peine
tiranz,tirer
perfides,perfide
cruels,cruel
ols,oeil
cap,chef
devengunz,devenir
terra,terre1
joth,gésir
mult,moult
fo,être1
afflicz,afflire
oct,avoir1
calsist,chaloir1
Super,sur1
at,avoir
condemnets,condamner
Am,ambe
lawras,lèvre
talier,tailler
hanc,ainc
lingua,langue
quiev,chef
vituperet,vitupérer
Hor,or2
perdud,perdre
podra,pouvoir2
Sed,si3
lingu',langue
exaudis,essöir
pensaez,pensée
carnels,charnel
cor,coeur
etspiritels,espirituel
anima,âme
awra,avoir1
consolament,consolement
Guenes,Ganelon
cartres,charte
menat,mener
Fescant,Fécamp
reclusdrent,reclure
Dominedeus,Damedieu
flaiel,fléau
visitet,visiter
serw,serf
labï',lèvre
restauret,restaurer
Doc,donc
preïier,prier
poble,peuple1
credre,croire
Ewruïs,Ebroïn
·nne,ne1
antro,entro
corroptios,courroucé
dures,dur
exastra,esêtre
tirant,tirer
promest,promettre
furor,fureur
recommand',recommander
Laudebert,Laudebert
noit,nuit
fesist,faire
dontre,dentres
viu,vif
fura,être1
buons,bon
duis,duire2
bewre,boire1
Uarda,garder
claritet,clarité
vindre,venir
ruörs,roue1
flamm',flamme1
clar,clair1
Laudeberz,Laudebert
als,à.le
·llor,leur1
Ciest,cist
aima,aimer
Dieus,Dieu
causa,chose
vin·,venir
signes,signe
vidrent,voir1
conlauder,coler1
apresdrent,apprêter
predïat,prédire
lucrat,lucrer
Rendet,rendre
fruit,fruit
espiritel,espirital
donet,donner
pesat,peser
occidere,occire
commandat,commander
Quatr',quatre
omnes,omnis
alessunt,aller
decoller,décoller1
giterent,
pechietz,péché
aurent,avoir1
absols,absoudre
perdonat,pardonner
Lo,le
quarz,quart
Uadart,Uadart
inspieth,épieu
decollat,décoller1
aud,avoir1
tollut,tolir
sobre,sobre
cadit,choir
Lai,laiier2
aprosmat,approismer
firid,férir1
entro,entro
talia,tailler
pez,pied
asaz,assez
flaiels,fléau
grand·,grand
sustint,soutenir
reciunt,recevoir
Dominedieus,Damedieu
aiud,aider
sustinc,soutenir
passïons,passion
FINIT,finio
LUDENDO,ludo
DICIT,dico
VIE,vie
SAINT,saint
EUSTACE,Eustache
Traian,Trajan
deables,diable
menistres,ministre1
lignage,lignage
Placidas,Placide
error,erreur1
mescreance,mescrëance
domages,damage
secoroit,secourir
cels,cil
aidoit,aider
aide,aide1
forsjugiez,forjuger
dampnez,forjuger
relevoit,relever
revestoit,revestir
nuz,nul
repeissoit,repaître
famelleus,fameilleux
departoit,departir
sembloit,
lores,lors
Cornille,Corneille
preudome,pro
converti,convertir
feme,femme
autretel,autretel
resembloit,
bones,bon
teches,tache
aoroit,aorer
ydres,idle
norrissoient,nourrir
barbarins,barbarin1
neis,neïs
oiseaus,oiseau
gibecier,gibecer
estudioit,étudier1
Sires,sire
pius,piu
deboneres,debonaire
lesquex,lequel
atrere,attraire1
gerredon,guerdon
Escriture,écriture
manieres,manière
aiment,aimer
beent,béer
montaignes,
baudoire,baudoire
ielz,oeil
assemblee,assemblée
peissoient,paistre
atirer,attirer2
torbes,tourbe1
eschieles,eschelle2
corut,courir
aleure,allure
ez,ez
cerf,cerf
dedenz,dedans
covoita,convoiter
escherie,eschari
lasserent,lasser
recreuz,recru
recrut,recroire
broces,brosse
essarz,essart
espines,épine
esloigniez,esloignier
aresta,arrêter
aprocha,approcher
regarda,regarder
entor,entour
devisoit,
douçor,douceur
misericorde,miséricorde
porchaça,pourchasser
chaçoit,chasser
bersa,berser
berser,berser
meismes,même
demostrance,demostrance
merveilloit,merveiller
grandor,grandeur
beauté,
failloit,falir
fauvel,fauvel
encharchast,enchercher
enpreist,emprendre1
chevir,chevir
asnesse,ânesse
Balan,Balaam
reprendre,reprendre1
vassal,vassal
musardie,musardie
autressi,autressi
cornes,corne1
signe,signe
resplandissant,resplendissant
soleill,soleil
image,image
Jhesu,Jésus
Crist,Christ
Placidain,Placide
demandes,demander
Voiz,voir1
conoisses,connaître
serz,servir
aumones,aumône
besoigneus,besoigneux
bees,béer
bé,béer
lieras,lier
prendras,prendre
menrai,mener
aort,aorer
puent,pouvoir2
ving,venir
semblance,semblance
parlast,parler
chaï,choir
repris,reprendre
ententivement,ententivement
merveille,merveille
appareue,apparaître
denz,dent1
vision,vision
apareue,apparaître
Beau,beau
demostre,démontrer
velz,vieux
Entent,entendre
neient,néant
fis,faire
elemenz,élément
teniebres,ténèbres
crevant,crever
raiant,rayer2
enluminer,enluminer
esteiles,étoile
establi,établir
forma,former
crucefiez,crucifier
enseveliz,ensevelir
resuscitai,ressusciter
adenz,adens
feis,faire
ravoies,ravoyer
desavoiez,désavoyer
escoute,escouter
sacrement,sacrement
comendes,commander
renoncerai,renoncer
voill,vouloir
recevez,recevoir
retraiez,retraire
hore,heure
revien,revenir
mosterrai,mostrer
avendra,avenir
coment,comment2
vendras,venir
salu,salut
descendi,descendre
montaigne,montaigne
qant,cant1
anuitié,anuitier
comença,commencer
raconter,raconter
escria,escrïer
veistes,voir1
crucefié,crucifier
crestien,crestiien
servent,servir
aorent,aorer
soverains,souverain
verais,verai
ravoie,ravoiier
Hersoir,ersoir
tis,ton2
mariz,mari
ti,te
venez,venir
figure,figure
aparoir,apparoir
saches,sacher
enes,isnel
demandons,demander
crestiens,crestiien
sunt,être1
lige,lige
renoncerent,renoncer
coneu,connaître
creoient,croire
demanderent,demander
glorefia,glorifier
velt,vouloir
sermoné,sermonner
baptisa,bonheuré
Filz,fils
Esperit,esprit
Eustace,Eustache
Theopites,Théopistie
ainzné,ainzné
Agapion,Agapet
Theopithon,Théopiste
seirment,serment
comende,commander
pardurable,perdurable
menbre,membrer
menberra,membrer
Baptiste,baptiste
comendez,commander
Eustaces,Eustache
qanz,quant
delivra,délivrer1
aprisma,approismer
veue,voir1
mostres,montrer
pieça,piéça
beneurez,bienheurer
receu,recevoir
ies,être1
revestuz,revêtir
vencu,vaincre
deable,dïable
deceu,décevoir
guerroiera,guerroyer1
envie,envie
relenqui,relenquir
tenter,tenter1
maufere,malfaire
Maintes,maint
soffrir,souffrir
aies,avoir1
essauciez,exhausser
besoignes,
temporex,temporel
richeces,richesse
humilier,humilier
boban,boban
vanité,vanité
rechiez,rechef
esperitex,espirital
richesces,richesse
soviegne,souvenir1
angoissex,angoisseux
guerroier,
plere,plaire
curieus,curieux
deffendre,défendre1
aguez,aguet
tentez,tenter1
Job,Job
veinques,vaincre
penses,pense
mauvestié,mauvaistié
deceuz,décevoir
pens,pens
humiliez,humilier
reviendrai,revenir
randrai,rendre
Veus,vouloir
orendroit,orendroit
temptations,tentation
Pren,prendre
chois,chois
ameras,aimer
mielz,mieux
eschiver,eschiver
devisees,deviser
viegnent,venir
présentement,présentement1
aversaires,adversaire
puist,pouvoir2
giterde,jeter
bastoner,bâtonner
pensee,pensée1
vainquerres,veinquëor
gardera,garder
ames,ame
repaira,repairer
nonça,noncer
endui,ambedeux
coutes,coute
genouz,genou1
proierent,prier
jhesu,Jésus
fete,faire
fetes,faire
granment,grandement
chaïrent,choir
enfermeté,enfermeté1
morurent,mourir
brief,bref
chamberieres,chambrière
aperçut,apercevoir
comencement,commencement
reçut,recevoir
grez,gré2
graces,grace
prioit,prier
doucement,doucement
fausist,falir
corrumpuz,corrompre
mortex,mortel
envaï,envahir
bestes,bête
atorna,atourner
vache,vache
brebiz,brebis
temptation,tentation
debonerement,débonnairement
moleste,moleste1
voisin,
entrerent,entrer
ravirent,ravir
ravir,ravir
Romain,Romain
eue,eau
Perse,Perse
princes,prince1
senators,sénateur
Molt,moult
merveilloient,merveiller
sodainement,soudainement
adirez,adirer
leissié,laissier
dolenz,dolent
senator,sénateur
avenue,advenir
atendons,attendre1
prenons,prendre
partons,partir
Egypte,Égypte
aprismierent,approismer
appareilliee,appareiller1
nagier,nagier
crueus,cruel
nagerent,nager
golosa,gouloser
forment,fortement
arrivé,
For,fors
aquiter,acquitter
hués,ues
sopploioit,supplier
guignoit,guigner1
notoniers,notonier
gitassent,jeter
plaignant,plaindre
douz,douz
ravie,ravir
flueve,flueve
trossa,trousser
epaules,épaule
arrier,arrière
retornoit,retourner
lions,lïon
ravi,ravir
revenoit,revenir
sivre,sivre
chevex,cheveu
tirer,tirer
descirer,déchirer
patience,patience
domache,dommage
pastor,pasteur
ruerent,ruer
maçues,maçüe
huerent,huer
mastins,mâtin
rescoustrent,rescourre
enfes,enfant
eschapa,eschaper
bovier,bovier
suirent,suivre
garderent,garder
E,et
norrirent,nourrir
sospirant,soupirer
parlant,parler
chaitis,chétif
beax,beau
fueilles,feuille
charchiez,charger
mandis,mendi
desconfortez,déconforter
despris,déprendre2
voisins,voisin
confort,confort
solaz,solaz
Diex,Dieu
deguerpissiez,déguerpir
membre,membre
deis,dire1
temptez,tenter1
perdi,perdre
possessions,
fumiers,femier
tormentez,tourmenter
autretex,autretel
tormenz,tourment
Icil,cil
confortoient,conforter
desert,desservir1
sauvages,sauvage
rainseaus,rinceau
confortoit,conforter
roseax,roseau
venz,vent
hurte,heurter
baloie,baloyer
suis,être1
serre,serrer
parloit,parler
sospiroit,soupirer
Dadissus,Dadissus
Ilueques,illuec
herberja,héberger
gaaigna,gäaignier1
peisanz,paysan
chans,champ
messiers,messier1
ilueques,iluec
quinze,quinze
norri,norrir
vilete,villette
enmena,emmener
gardast,garder
poeste,poeste
gueres,guère
corurent,courir
meesment,mêmement
envaïrent,envahir
effroi,effroi
envaïssement,envahissement
sodaine,soudain
menbra,membrer
dolens,
assembla,
comenda,commander
envoia,envoyer
terres,terre1
enquerre,enquerre
craanta,créanter
chevaler,chevalier
Antiocus,Antiochus
